state,municipality,cvegeo,municipality_name_inegi,state_name_inegi
Tabasco,Tenosique,27017,NA,NA
Tamaulipas,Abasolo,28001,NA,NA
Tamaulipas,Aldama,28002,NA,NA
Tamaulipas,Altamira,28003,NA,NA
Tamaulipas,Antiguo Morelos,28004,NA,NA
Tamaulipas,Burgos,28005,NA,NA
Tamaulipas,Bustamante,28006,NA,NA
Tamaulipas,Camargo,28007,NA,NA
Tamaulipas,Casas,28008,NA,NA
Tamaulipas,Ciudad Madero,28009,NA,NA
Tamaulipas,Cruillas,28010,NA,NA
Tamaulipas,El Mante,28021,NA,NA
Tamaulipas,Gómez Farías,28011,NA,NA
Tamaulipas,González,28012,NA,NA
Tamaulipas,Güémez,28013,NA,NA
Tamaulipas,Guerrero,28014,NA,NA
Tamaulipas,Gustavo Díaz Ordaz,28015,NA,NA
Tamaulipas,Hidalgo,28016,NA,NA
Tamaulipas,Jaumave,28017,NA,NA
Tamaulipas,Jiménez,28018,NA,NA
Tamaulipas,Llera,28019,NA,NA
Tamaulipas,Mainero,28020,NA,NA
Tamaulipas,Matamoros,28022,NA,NA
Tamaulipas,Méndez,28023,NA,NA
Tamaulipas,Mier,28024,NA,NA
Tamaulipas,Miguel Alemán,28025,NA,NA
Tamaulipas,Miquihuana,28026,NA,NA
Tamaulipas,Nuevo Laredo,28027,NA,NA
Tamaulipas,Nuevo Morelos,28028,NA,NA
Tamaulipas,Ocampo,28029,NA,NA
Tamaulipas,Padilla,28030,NA,NA
Tamaulipas,Palmillas,28031,NA,NA
Tamaulipas,Reynosa,28032,NA,NA
Tamaulipas,Río Bravo,28033,NA,NA
Tamaulipas,San Carlos,28034,NA,NA
Tamaulipas,San Fernando,28035,NA,NA
Tamaulipas,San Nicolás,28036,NA,NA
Tamaulipas,Soto la Marina,28037,NA,NA
Tamaulipas,Tampico,28038,NA,NA
Tamaulipas,Tula,28039,NA,NA
Tamaulipas,Valle Hermoso,28040,NA,NA
Tamaulipas,Victoria,28041,NA,NA
Tamaulipas,Villagrán,28042,NA,NA
Tamaulipas,Xicoténcatl,28043,NA,NA
Tlaxcala,Acuamanala de Miguel Hidalgo,29022,NA,NA
Tlaxcala,Altzayanca,29004,Atltzayanca,NA
Tlaxcala,Amaxac de Guerrero,29001,NA,NA
Tlaxcala,Apetatitlán de Antonio Carvajal,29002,NA,NA
Tlaxcala,Apizaco,29005,NA,NA
Tlaxcala,Atlangatepec,29003,NA,NA
Tlaxcala,Benito Juárez,29045,NA,NA
Tlaxcala,Calpulalpan,29006,NA,NA
Tlaxcala,Chiautempan,29010,NA,NA
Tlaxcala,Contla de Juan Cuamatzi,29018,NA,NA
Tlaxcala,Cuapiaxtla,29008,NA,NA
Tlaxcala,Cuaxomulco,29009,NA,NA
Tlaxcala,El Carmen Tequexquitla,29007,NA,NA
Tlaxcala,Emiliano Zapata,29046,NA,NA
Tlaxcala,Españita,29012,NA,NA
Tlaxcala,Huamantla,29013,NA,NA
Tlaxcala,Hueyotlipan,29014,NA,NA
Tlaxcala,Ixtacuixtla de Mariano Matamoros,29015,NA,NA
Tlaxcala,Ixtenco,29016,NA,NA
Tlaxcala,La Magdalena Tlaltelulco,29048,NA,NA
Tlaxcala,Lázaro Cárdenas,29047,NA,NA
Tlaxcala,Mazatecochco de José María Morelos,29017,NA,NA
Tlaxcala,Muñoz de Domingo Arenas,29011,NA,NA
Tlaxcala,Nanacamilpa de Mariano Arista,29021,NA,NA
Tlaxcala,Natívitas,29023,NA,NA
Tlaxcala,Panotla,29024,NA,NA
Tlaxcala,Papalotla de Xicohténcatl,29041,NA,NA
Tlaxcala,San Damián Texóloc,29049,NA,NA
Tlaxcala,San Francisco Tetlanohcan,29050,NA,NA
Tlaxcala,San Jerónimo Zacualpan,29051,NA,NA
Tlaxcala,San José Teacalco,29052,NA,NA
Tlaxcala,San Juan Huactzinco,29053,NA,NA
Tlaxcala,San Lorenzo Axocomanitla,29054,NA,NA
Tlaxcala,San Lucas Tecopilco,29055,NA,NA
Tlaxcala,San Pablo del Monte,29025,NA,NA
Tlaxcala,Sanctórum de Lázaro Cárdenas,29020,NA,NA
Tlaxcala,Santa Ana Nopalucan,29056,NA,NA
Tlaxcala,Santa Apolonia Teacalco,29057,NA,NA
Tlaxcala,Santa Catarina Ayometla,29058,NA,NA
Tlaxcala,Santa Cruz Quilehtla,29059,NA,NA
Tlaxcala,Santa Cruz Tlaxcala,29026,NA,NA
Tlaxcala,Santa Isabel Xiloxoxtla,29060,NA,NA
Tlaxcala,Tenancingo,29027,NA,NA
Tlaxcala,Teolocholco,29028,NA,NA
Tlaxcala,Tepetitla de Lardizábal,29019,NA,NA
Tlaxcala,Tepeyanco,29029,NA,NA
Tlaxcala,Terrenate,29030,NA,NA
Tlaxcala,Tetla de la Solidaridad,29031,NA,NA
Tlaxcala,Tetlatlahuca,29032,NA,NA
Tlaxcala,Tlaxcala,29033,NA,NA
Tlaxcala,Tlaxco,29034,NA,NA
Tlaxcala,Tocatlán,29035,NA,NA
Tlaxcala,Totolac,29036,NA,NA
Tlaxcala,Tzompantepec,29038,NA,NA
Tlaxcala,Xaloztoc,29039,NA,NA
Tlaxcala,Xaltocan,29040,NA,NA
Tlaxcala,Xicohtzinco,29042,NA,NA
Tlaxcala,Yauhquemehcan,29043,NA,NA
Tlaxcala,Zacatelco,29044,NA,NA
Tlaxcala,Ziltlaltépec de Trinidad Sánchez Santos,29037,NA,NA
Veracruz,Acajete,30001,NA,Veracruz de Ignacio de la Llave
Veracruz,Acatlán,30002,NA,Veracruz de Ignacio de la Llave
Veracruz,Acayucan,30003,NA,Veracruz de Ignacio de la Llave
Veracruz,Actopan,30004,NA,Veracruz de Ignacio de la Llave
Veracruz,Acula,30005,NA,Veracruz de Ignacio de la Llave
Veracruz,Acultzingo,30006,NA,Veracruz de Ignacio de la Llave
Veracruz,Agua Dulce,30204,NA,Veracruz de Ignacio de la Llave
Veracruz,Alpatláhuac,30008,NA,Veracruz de Ignacio de la Llave
Veracruz,Alto Lucero de Gutiérrez Barrios,30009,NA,Veracruz de Ignacio de la Llave
Veracruz,Altotonga,30010,NA,Veracruz de Ignacio de la Llave
Veracruz,Alvarado,30011,NA,Veracruz de Ignacio de la Llave
Veracruz,Amatitlán,30012,NA,Veracruz de Ignacio de la Llave
Veracruz,Amatlán de los Reyes,30014,NA,Veracruz de Ignacio de la Llave
Veracruz,Angel R. Cabada,30015,NA,Veracruz de Ignacio de la Llave
Veracruz,Apazapan,30017,NA,Veracruz de Ignacio de la Llave
Veracruz,Aquila,30018,NA,Veracruz de Ignacio de la Llave
Veracruz,Astacinga,30019,NA,Veracruz de Ignacio de la Llave
Veracruz,Atlahuilco,30020,NA,Veracruz de Ignacio de la Llave
Veracruz,Atoyac,30021,NA,Veracruz de Ignacio de la Llave
Veracruz,Atzacan,30022,NA,Veracruz de Ignacio de la Llave
Veracruz,Atzalan,30023,NA,Veracruz de Ignacio de la Llave
Veracruz,Ayahualulco,30025,NA,Veracruz de Ignacio de la Llave
Veracruz,Banderilla,30026,NA,Veracruz de Ignacio de la Llave
Veracruz,Benito Juárez,30027,NA,Veracruz de Ignacio de la Llave
Veracruz,Boca del Río,30028,NA,Veracruz de Ignacio de la Llave
Veracruz,Calcahualco,30029,NA,Veracruz de Ignacio de la Llave
Veracruz,Camarón de Tejeda,30007,NA,Veracruz de Ignacio de la Llave
Veracruz,Camerino Z. Mendoza,30030,NA,Veracruz de Ignacio de la Llave
Veracruz,Carlos A. Carrillo,30208,NA,Veracruz de Ignacio de la Llave
Veracruz,Carrillo Puerto,30031,NA,Veracruz de Ignacio de la Llave
Veracruz,Castillo de Teayo,30157,NA,Veracruz de Ignacio de la Llave
Veracruz,Catemaco,30032,NA,Veracruz de Ignacio de la Llave
Veracruz,Cazones de Herrera,30033,NA,Veracruz de Ignacio de la Llave
Veracruz,Cerro Azul,30034,NA,Veracruz de Ignacio de la Llave
Veracruz,Chacaltianguis,30054,NA,Veracruz de Ignacio de la Llave
Veracruz,Chalma,30055,NA,Veracruz de Ignacio de la Llave
Veracruz,Chiconamel,30056,NA,Veracruz de Ignacio de la Llave
Veracruz,Chiconquiaco,30057,NA,Veracruz de Ignacio de la Llave
Veracruz,Chicontepec,30058,NA,Veracruz de Ignacio de la Llave
Veracruz,Chinameca,30059,NA,Veracruz de Ignacio de la Llave
Veracruz,Chinampa de Gorostiza,30060,NA,Veracruz de Ignacio de la Llave
Veracruz,Chocamán,30062,NA,Veracruz de Ignacio de la Llave
Veracruz,Chontla,30063,NA,Veracruz de Ignacio de la Llave
Veracruz,Chumatlán,30064,NA,Veracruz de Ignacio de la Llave
Veracruz,Citlaltépetl,30035,NA,Veracruz de Ignacio de la Llave
Veracruz,Coacoatzintla,30036,NA,Veracruz de Ignacio de la Llave
Veracruz,Coahuitlán,30037,NA,Veracruz de Ignacio de la Llave
Veracruz,Coatepec,30038,NA,Veracruz de Ignacio de la Llave
Veracruz,Coatzacoalcos,30039,NA,Veracruz de Ignacio de la Llave
Veracruz,Coatzintla,30040,NA,Veracruz de Ignacio de la Llave
Veracruz,Coetzala,30041,NA,Veracruz de Ignacio de la Llave
Veracruz,Colipa,30042,NA,Veracruz de Ignacio de la Llave
Veracruz,Comapa,30043,NA,Veracruz de Ignacio de la Llave
Veracruz,Córdoba,30044,NA,Veracruz de Ignacio de la Llave
Veracruz,Cosamaloapan de Carpio,30045,NA,Veracruz de Ignacio de la Llave
Veracruz,Cosautlán de Carvajal,30046,NA,Veracruz de Ignacio de la Llave
Veracruz,Coscomatepec,30047,NA,Veracruz de Ignacio de la Llave
Veracruz,Cosoleacaque,30048,NA,Veracruz de Ignacio de la Llave
Veracruz,Cotaxtla,30049,NA,Veracruz de Ignacio de la Llave
Veracruz,Coxquihui,30050,NA,Veracruz de Ignacio de la Llave
Veracruz,Coyutla,30051,NA,Veracruz de Ignacio de la Llave
Veracruz,Cuichapa,30052,NA,Veracruz de Ignacio de la Llave
Veracruz,Cuitláhuac,30053,NA,Veracruz de Ignacio de la Llave
Veracruz,El Higo,30205,NA,Veracruz de Ignacio de la Llave
Veracruz,Emiliano Zapata,30065,NA,Veracruz de Ignacio de la Llave
Veracruz,Espinal,30066,NA,Veracruz de Ignacio de la Llave
Veracruz,Filomeno Mata,30067,NA,Veracruz de Ignacio de la Llave
Veracruz,Fortín,30068,NA,Veracruz de Ignacio de la Llave
Veracruz,Gutiérrez Zamora,30069,NA,Veracruz de Ignacio de la Llave
Veracruz,Hidalgotitlán,30070,NA,Veracruz de Ignacio de la Llave
Veracruz,Huatusco,30071,NA,Veracruz de Ignacio de la Llave
Veracruz,Huayacocotla,30072,NA,Veracruz de Ignacio de la Llave
Veracruz,Hueyapan de Ocampo,30073,NA,Veracruz de Ignacio de la Llave
Veracruz,Huiloapan de Cuauhtémoc,30074,NA,Veracruz de Ignacio de la Llave
Veracruz,Ignacio de la Llave,30075,NA,Veracruz de Ignacio de la Llave
Veracruz,Ilamatlán,30076,NA,Veracruz de Ignacio de la Llave
Veracruz,Isla,30077,NA,Veracruz de Ignacio de la Llave
Veracruz,Ixcatepec,30078,NA,Veracruz de Ignacio de la Llave
Veracruz,Ixhuacán de los Reyes,30079,NA,Veracruz de Ignacio de la Llave
Veracruz,Ixhuatlán de Madero,30083,NA,Veracruz de Ignacio de la Llave
Veracruz,Ixhuatlán del Café,30080,NA,Veracruz de Ignacio de la Llave
Veracruz,Ixhuatlán del Sureste,30082,NA,Veracruz de Ignacio de la Llave
Veracruz,Ixhuatlancillo,30081,NA,Veracruz de Ignacio de la Llave
Veracruz,Ixmatlahuacan,30084,NA,Veracruz de Ignacio de la Llave
Veracruz,Ixtaczoquitlán,30085,NA,Veracruz de Ignacio de la Llave
Veracruz,Jalacingo,30086,NA,Veracruz de Ignacio de la Llave
Veracruz,Jalcomulco,30088,NA,Veracruz de Ignacio de la Llave
Veracruz,Jáltipan,30089,NA,Veracruz de Ignacio de la Llave
Veracruz,Jamapa,30090,NA,Veracruz de Ignacio de la Llave
Veracruz,Jesús Carranza,30091,NA,Veracruz de Ignacio de la Llave
Veracruz,Jilotepec,30093,NA,Veracruz de Ignacio de la Llave
Veracruz,José Azueta,30169,NA,Veracruz de Ignacio de la Llave
Veracruz,Juan Rodríguez Clara,30094,NA,Veracruz de Ignacio de la Llave
Veracruz,Juchique de Ferrer,30095,NA,Veracruz de Ignacio de la Llave
Veracruz,La Antigua,30016,NA,Veracruz de Ignacio de la Llave
Veracruz,La Perla,30127,NA,Veracruz de Ignacio de la Llave
Veracruz,Landero y Coss,30096,NA,Veracruz de Ignacio de la Llave
Veracruz,Las Choapas,30061,NA,Veracruz de Ignacio de la Llave
Veracruz,Las Minas,30107,NA,Veracruz de Ignacio de la Llave
Veracruz,Las Vigas de Ramírez,30132,NA,Veracruz de Ignacio de la Llave
Veracruz,Lerdo de Tejada,30097,NA,Veracruz de Ignacio de la Llave
Veracruz,Los Reyes,30137,NA,Veracruz de Ignacio de la Llave
Veracruz,Magdalena,30098,NA,Veracruz de Ignacio de la Llave
Veracruz,Maltrata,30099,NA,Veracruz de Ignacio de la Llave
Veracruz,Manlio Fabio Altamirano,30100,NA,Veracruz de Ignacio de la Llave
Veracruz,Mariano Escobedo,30101,NA,Veracruz de Ignacio de la Llave
Veracruz,Martínez de la Torre,30102,NA,Veracruz de Ignacio de la Llave
Veracruz,Mecatlán,30103,NA,Veracruz de Ignacio de la Llave
Veracruz,Mecayapan,30104,NA,Veracruz de Ignacio de la Llave
Veracruz,Medellín,30105,Medellín de Bravo,Veracruz de Ignacio de la Llave
Veracruz,Miahuatlán,30106,NA,Veracruz de Ignacio de la Llave
Veracruz,Minatitlán,30108,NA,Veracruz de Ignacio de la Llave
Veracruz,Misantla,30109,NA,Veracruz de Ignacio de la Llave
Veracruz,Mixtla de Altamirano,30110,NA,Veracruz de Ignacio de la Llave
Veracruz,Moloacán,30111,NA,Veracruz de Ignacio de la Llave
Veracruz,Nanchital de Lázaro Cárdenas del Río,30206,NA,Veracruz de Ignacio de la Llave
Veracruz,Naolinco,30112,NA,Veracruz de Ignacio de la Llave
Veracruz,Naranjal,30113,NA,Veracruz de Ignacio de la Llave
Veracruz,Naranjos Amatlán,30013,NA,Veracruz de Ignacio de la Llave
Veracruz,Nautla,30114,NA,Veracruz de Ignacio de la Llave
Veracruz,Nogales,30115,NA,Veracruz de Ignacio de la Llave
Veracruz,Oluta,30116,NA,Veracruz de Ignacio de la Llave
Veracruz,Omealca,30117,NA,Veracruz de Ignacio de la Llave
Veracruz,Orizaba,30118,NA,Veracruz de Ignacio de la Llave
Veracruz,Otatitlán,30119,NA,Veracruz de Ignacio de la Llave
Veracruz,Oteapan,30120,NA,Veracruz de Ignacio de la Llave
Veracruz,Ozuluama de Mascareñas,30121,NA,Veracruz de Ignacio de la Llave
Veracruz,Pajapan,30122,NA,Veracruz de Ignacio de la Llave
Veracruz,Pánuco,30123,NA,Veracruz de Ignacio de la Llave
Veracruz,Papantla,30124,NA,Veracruz de Ignacio de la Llave
Veracruz,Paso de Ovejas,30126,NA,Veracruz de Ignacio de la Llave
Veracruz,Paso del Macho,30125,NA,Veracruz de Ignacio de la Llave
Veracruz,Perote,30128,NA,Veracruz de Ignacio de la Llave
Veracruz,Platón Sánchez,30129,NA,Veracruz de Ignacio de la Llave
Veracruz,Playa Vicente,30130,NA,Veracruz de Ignacio de la Llave
Veracruz,Poza Rica de Hidalgo,30131,NA,Veracruz de Ignacio de la Llave
Veracruz,Pueblo Viejo,30133,NA,Veracruz de Ignacio de la Llave
Veracruz,Puente Nacional,30134,NA,Veracruz de Ignacio de la Llave
Veracruz,Rafael Delgado,30135,NA,Veracruz de Ignacio de la Llave
Veracruz,Rafael Lucio,30136,NA,Veracruz de Ignacio de la Llave
Veracruz,Río Blanco,30138,NA,Veracruz de Ignacio de la Llave
Veracruz,Saltabarranca,30139,NA,Veracruz de Ignacio de la Llave
Veracruz,San Andrés Tenejapan,30140,NA,Veracruz de Ignacio de la Llave
Veracruz,San Andrés Tuxtla,30141,NA,Veracruz de Ignacio de la Llave
Veracruz,San Juan Evangelista,30142,NA,Veracruz de Ignacio de la Llave
Veracruz,San Rafael,30211,NA,Veracruz de Ignacio de la Llave
Veracruz,Santiago Sochiapan,30212,NA,Veracruz de Ignacio de la Llave
Veracruz,Santiago Tuxtla,30143,NA,Veracruz de Ignacio de la Llave
Veracruz,Sayula de Alemán,30144,NA,Veracruz de Ignacio de la Llave
Veracruz,Sochiapa,30146,NA,Veracruz de Ignacio de la Llave
Veracruz,Soconusco,30145,NA,Veracruz de Ignacio de la Llave
Veracruz,Soledad Atzompa,30147,NA,Veracruz de Ignacio de la Llave
Veracruz,Soledad de Doblado,30148,NA,Veracruz de Ignacio de la Llave
Veracruz,Soteapan,30149,NA,Veracruz de Ignacio de la Llave
Veracruz,Tamalín,30150,NA,Veracruz de Ignacio de la Llave
Veracruz,Tamiahua,30151,NA,Veracruz de Ignacio de la Llave
Veracruz,Tampico Alto,30152,NA,Veracruz de Ignacio de la Llave
Veracruz,Tancoco,30153,NA,Veracruz de Ignacio de la Llave
Veracruz,Tantima,30154,NA,Veracruz de Ignacio de la Llave
Veracruz,Tantoyuca,30155,NA,Veracruz de Ignacio de la Llave
Veracruz,Tatahuicapan de Juárez,30209,NA,Veracruz de Ignacio de la Llave
Veracruz,Tatatila,30156,NA,Veracruz de Ignacio de la Llave
Veracruz,Tecolutla,30158,NA,Veracruz de Ignacio de la Llave
Veracruz,Tehuipango,30159,NA,Veracruz de Ignacio de la Llave
Veracruz,Álamo Temapache,30160,NA,Veracruz de Ignacio de la Llave
Veracruz,Tempoal,30161,NA,Veracruz de Ignacio de la Llave
Veracruz,Tenampa,30162,NA,Veracruz de Ignacio de la Llave
Veracruz,Tenochtitlán,30163,NA,Veracruz de Ignacio de la Llave
Veracruz,Teocelo,30164,NA,Veracruz de Ignacio de la Llave
Veracruz,Tepatlaxco,30165,NA,Veracruz de Ignacio de la Llave
Veracruz,Tepetlán,30166,NA,Veracruz de Ignacio de la Llave
Veracruz,Tepetzintla,30167,NA,Veracruz de Ignacio de la Llave
Veracruz,Tequila,30168,NA,Veracruz de Ignacio de la Llave
Veracruz,Texcatepec,30170,NA,Veracruz de Ignacio de la Llave
Veracruz,Texhuacán,30171,NA,Veracruz de Ignacio de la Llave
Veracruz,Texistepec,30172,NA,Veracruz de Ignacio de la Llave
Veracruz,Tezonapa,30173,NA,Veracruz de Ignacio de la Llave
Veracruz,Tierra Blanca,30174,NA,Veracruz de Ignacio de la Llave
Veracruz,Tihuatlán,30175,NA,Veracruz de Ignacio de la Llave
Veracruz,Tlachichilco,30180,NA,Veracruz de Ignacio de la Llave
Veracruz,Tlacojalpan,30176,NA,Veracruz de Ignacio de la Llave
Veracruz,Tlacolulan,30177,NA,Veracruz de Ignacio de la Llave
Veracruz,Tlacotalpan,30178,NA,Veracruz de Ignacio de la Llave
Veracruz,Tlacotepec de Mejía,30179,NA,Veracruz de Ignacio de la Llave
Veracruz,Tlalixcoyan,30181,NA,Veracruz de Ignacio de la Llave
Veracruz,Tlalnelhuayocan,30182,NA,Veracruz de Ignacio de la Llave
Veracruz,Tlaltetela,30024,NA,Veracruz de Ignacio de la Llave
Veracruz,Tlapacoyan,30183,NA,Veracruz de Ignacio de la Llave
Veracruz,Tlaquilpa,30184,NA,Veracruz de Ignacio de la Llave
Veracruz,Tlilapan,30185,NA,Veracruz de Ignacio de la Llave
Veracruz,Tomatlán,30186,NA,Veracruz de Ignacio de la Llave
Veracruz,Tonayán,30187,NA,Veracruz de Ignacio de la Llave
Veracruz,Totutla,30188,NA,Veracruz de Ignacio de la Llave
Veracruz,Tres Valles,30207,NA,Veracruz de Ignacio de la Llave
Veracruz,Tuxpan,30189,NA,Veracruz de Ignacio de la Llave
Veracruz,Tuxtilla,30190,NA,Veracruz de Ignacio de la Llave
Veracruz,Ursulo Galván,30191,NA,Veracruz de Ignacio de la Llave
Veracruz,Uxpanapa,30210,NA,Veracruz de Ignacio de la Llave
Veracruz,Vega de Alatorre,30192,NA,Veracruz de Ignacio de la Llave
Veracruz,Veracruz,30193,NA,Veracruz de Ignacio de la Llave
Veracruz,Villa Aldama,30194,NA,Veracruz de Ignacio de la Llave
Veracruz,Xalapa,30087,NA,Veracruz de Ignacio de la Llave
Veracruz,Xico,30092,NA,Veracruz de Ignacio de la Llave
Veracruz,Xoxocotla,30195,NA,Veracruz de Ignacio de la Llave
Veracruz,Yanga,30196,NA,Veracruz de Ignacio de la Llave
Veracruz,Yecuatla,30197,NA,Veracruz de Ignacio de la Llave
Veracruz,Zacualpan,30198,NA,Veracruz de Ignacio de la Llave
Veracruz,Zaragoza,30199,NA,Veracruz de Ignacio de la Llave
Veracruz,Zentla,30200,NA,Veracruz de Ignacio de la Llave
Veracruz,Zongolica,30201,NA,Veracruz de Ignacio de la Llave
Veracruz,Zontecomatlán de López y Fuentes,30202,NA,Veracruz de Ignacio de la Llave
Veracruz,Zozocolco de Hidalgo,30203,NA,Veracruz de Ignacio de la Llave
Yucatán,Abalá,31001,NA,NA
Yucatán,Acanceh,31002,NA,NA
Yucatán,Akil,31003,NA,NA
Yucatán,Baca,31004,NA,NA
Yucatán,Bokobá,31005,NA,NA
Yucatán,Buctzotz,31006,NA,NA
Yucatán,Cacalchén,31007,NA,NA
Yucatán,Calotmul,31008,NA,NA
Yucatán,Cansahcab,31009,NA,NA
Yucatán,Cantamayec,31010,NA,NA
Yucatán,Celestún,31011,NA,NA
Yucatán,Cenotillo,31012,NA,NA
Yucatán,Chacsinkín,31016,NA,NA
Yucatán,Chankom,31017,NA,NA
Yucatán,Chapab,31018,NA,NA
Yucatán,Chemax,31019,NA,NA
Yucatán,Chichimilá,31021,NA,NA
Yucatán,Chicxulub Pueblo,31020,NA,NA
Yucatán,Chikindzonot,31022,NA,NA
Yucatán,Chocholá,31023,NA,NA
Yucatán,Chumayel,31024,NA,NA
Yucatán,Conkal,31013,NA,NA
Yucatán,Cuncunul,31014,NA,NA
Yucatán,Cuzamá,31015,NA,NA
Yucatán,Dzán,31025,NA,NA
Yucatán,Dzemul,31026,NA,NA
Yucatán,Dzidzantún,31027,NA,NA
Yucatán,Dzilam de Bravo,31028,NA,NA
Yucatán,Dzilam González,31029,NA,NA
Yucatán,Dzitás,31030,NA,NA
Yucatán,Dzoncauich,31031,NA,NA
Yucatán,Espita,31032,NA,NA
Yucatán,Halachó,31033,NA,NA
Yucatán,Hocabá,31034,NA,NA
Yucatán,Hoctún,31035,NA,NA
Yucatán,Homún,31036,NA,NA
Yucatán,Huhí,31037,NA,NA
Yucatán,Hunucmá,31038,NA,NA
Yucatán,Ixil,31039,NA,NA
Yucatán,Izamal,31040,NA,NA
Yucatán,Kanasín,31041,NA,NA
Yucatán,Kantunil,31042,NA,NA
Yucatán,Kaua,31043,NA,NA
Yucatán,Kinchil,31044,NA,NA
Yucatán,Kopomá,31045,NA,NA
Yucatán,Mama,31046,NA,NA
Yucatán,Maní,31047,NA,NA
Yucatán,Maxcanú,31048,NA,NA
Yucatán,Mayapán,31049,NA,NA
Yucatán,Mérida,31050,NA,NA
Yucatán,Mocochá,31051,NA,NA
Yucatán,Motul,31052,NA,NA
Yucatán,Muna,31053,NA,NA
Yucatán,Muxupip,31054,NA,NA
Yucatán,Opichén,31055,NA,NA
Yucatán,Oxkutzcab,31056,NA,NA
Yucatán,Panabá,31057,NA,NA
Yucatán,Peto,31058,NA,NA
Yucatán,Progreso,31059,NA,NA
Yucatán,Quintana Roo,31060,NA,NA
Yucatán,Río Lagartos,31061,NA,NA
Yucatán,Sacalum,31062,NA,NA
Yucatán,Samahil,31063,NA,NA
Yucatán,San Felipe,31065,NA,NA
Yucatán,Sanahcat,31064,NA,NA
Yucatán,Santa Elena,31066,NA,NA
Yucatán,Seyé,31067,NA,NA
Yucatán,Sinanché,31068,NA,NA
Yucatán,Sotuta,31069,NA,NA
Yucatán,Sucilá,31070,NA,NA
Yucatán,Sudzal,31071,NA,NA
Yucatán,Suma,31072,NA,NA
Yucatán,Tahdziú,31073,NA,NA
Yucatán,Tahmek,31074,NA,NA
Yucatán,Teabo,31075,NA,NA
Yucatán,Tecoh,31076,NA,NA
Yucatán,Tekal de Venegas,31077,NA,NA
Yucatán,Tekantó,31078,NA,NA
Yucatán,Tekax,31079,NA,NA
Yucatán,Tekit,31080,NA,NA
Yucatán,Tekom,31081,NA,NA
Yucatán,Telchac Pueblo,31082,NA,NA
Yucatán,Telchac Puerto,31083,NA,NA
Yucatán,Temax,31084,NA,NA
Yucatán,Temozón,31085,NA,NA
Yucatán,Tepakán,31086,NA,NA
Yucatán,Tetiz,31087,NA,NA
Yucatán,Teya,31088,NA,NA
Yucatán,Ticul,31089,NA,NA
Yucatán,Timucuy,31090,NA,NA
Yucatán,Tinum,31091,NA,NA
Yucatán,Tixcacalcupul,31092,NA,NA
Yucatán,Tixkokob,31093,NA,NA
Yucatán,Tixmehuac,31094,NA,NA
Yucatán,Tixpéhual,31095,NA,NA
Yucatán,Tizimín,31096,NA,NA
Yucatán,Tunkás,31097,NA,NA
Yucatán,Tzucacab,31098,NA,NA
Yucatán,Uayma,31099,NA,NA
Yucatán,Ucú,31100,NA,NA
Yucatán,Umán,31101,NA,NA
Yucatán,Valladolid,31102,NA,NA
Yucatán,Xocchel,31103,NA,NA
Yucatán,Yaxcabá,31104,NA,NA
Yucatán,Yaxkukul,31105,NA,NA
Yucatán,Yobaín,31106,NA,NA
Zacatecas,Apozol,32001,NA,NA
Zacatecas,Apulco,32002,NA,NA
Zacatecas,Atolinga,32003,NA,NA
Zacatecas,Benito Juárez,32004,NA,NA
Zacatecas,Calera,32005,NA,NA
Zacatecas,Cañitas de Felipe Pescador,32006,NA,NA
Zacatecas,Chalchihuites,32009,NA,NA
Zacatecas,Concepción del Oro,32007,NA,NA
Zacatecas,Cuauhtémoc,32008,NA,NA
Zacatecas,El Plateado de Joaquín Amaro,32015,NA,NA
Zacatecas,El Salvador,32041,NA,NA
Zacatecas,Fresnillo,32010,NA,NA
Zacatecas,Genaro Codina,32012,NA,NA
Zacatecas,General Enrique Estrada,32013,NA,NA
Zacatecas,General Francisco R. Murguía,32014,NA,NA
Zacatecas,General Pánfilo Natera,32016,NA,NA
Zacatecas,Guadalupe,32017,NA,NA
Zacatecas,Huanusco,32018,NA,NA
Zacatecas,Jalpa,32019,NA,NA
Zacatecas,Jerez,32020,NA,NA
Zacatecas,Jiménez del Teul,32021,NA,NA
Zacatecas,Juan Aldama,32022,NA,NA
Zacatecas,Juchipila,32023,NA,NA
Zacatecas,Loreto,32024,NA,NA
Zacatecas,Luis Moya,32025,NA,NA
Zacatecas,Mazapil,32026,NA,NA
Zacatecas,Melchor Ocampo,32027,NA,NA
Zacatecas,Mezquital del Oro,32028,NA,NA
Zacatecas,Miguel Auza,32029,NA,NA
Zacatecas,Momax,32030,NA,NA
Zacatecas,Monte Escobedo,32031,NA,NA
Zacatecas,Morelos,32032,NA,NA
Zacatecas,Moyahua de Estrada,32033,NA,NA
Zacatecas,Nochistlán de Mejía,32034,NA,NA
Zacatecas,Noria de Ángeles,32035,NA,NA
Zacatecas,Ojocaliente,32036,NA,NA
Zacatecas,Pánuco,32037,NA,NA
Zacatecas,Pinos,32038,NA,NA
Zacatecas,Río Grande,32039,NA,NA
Zacatecas,Sain Alto,32040,NA,NA
Zacatecas,Santa María de la Paz,32058,NA,NA
Zacatecas,Sombrerete,32042,NA,NA
Zacatecas,Susticacán,32043,NA,NA
Zacatecas,Tabasco,32044,NA,NA
Zacatecas,Tepechitlán,32045,NA,NA
Zacatecas,Tepetongo,32046,NA,NA
Zacatecas,Teúl de González Ortega,32047,NA,NA
